Magnitude,Depth_km,Duration_sec,Building_Age,Building_Material,Floors,Soil_Type,Damage_Index,Damage_Category
4.59,142.07,118.03,59,Wood,31,Soft Soil,0.697,Very Heavy
7.5,72.95,91.26,85,Concrete,24,Soft Soil,0.81,Severe
6.42,37.95,59.38,61,Concrete,11,Rock,0.503,Moderate to Heavy
5.27,183.4,44.85,33,Wood,29,Rock,0.429,Moderate
4.62,193.16,97.76,97,Steel,47,Hard Soil,0.585,Heavy
7.3,277.19,37.41,44,Brick,7,Rock,0.485,Moderate to Heavy
6.61,75.31,64.89,90,Wood,20,Rock,0.569,Heavy
5.23,138.63,80.93,43,Concrete,44,Rock,0.527,Moderate to Heavy
5.23,94.37,56.86,69,Concrete,11,Hard Soil,0.447,Moderate to Heavy
8.22,25.31,58.84,46,Brick,37,Hard Soil,0.629,Heavy
7.91,196.74,80.01,17,Wood,35,Hard Soil,0.616,Heavy
4.64,269.97,22.84,63,Steel,18,Soft Soil,0.519,Moderate to Heavy
6.86,245.81,53.41,97,Wood,19,Hard Soil,0.567,Heavy
8.04,144.48,47.14,42,Brick,12,Soft Soil,0.697,Very Heavy
7.02,275.58,61.68,25,Brick,18,Hard Soil,0.515,Moderate to Heavy
4.84,50.75,11.32,57,Brick,28,Rock,0.374,Moderate
4.88,110.18,69.28,29,Concrete,35,Soft Soil,0.608,Heavy
5.45,135.3,75.83,86,Brick,36,Soft Soil,0.707,Very Heavy
4.87,295.49,48.69,23,Brick,24,Soft Soil,0.546,Moderate to Heavy
8.33,111.68,53.78,46,Wood,4,Hard Soil,0.56,Heavy
7.69,284.08,106.92,46,Steel,5,Rock,0.619,Heavy
6.88,25.26,59.16,97,Concrete,28,Hard Soil,0.596,Heavy
8.07,49.14,108.78,90,Concrete,8,Hard Soil,0.691,Very Heavy
6.48,265.57,81.23,44,Brick,37,Soft Soil,0.727,Very Heavy
7.5,225.64,70.71,72,Steel,34,Hard Soil,0.633,Heavy
4.75,39.54,18.86,23,Wood,20,Soft Soil,0.482,Moderate to Heavy
5.58,225.31,10.21,34,Concrete,13,Hard Soil,0.356,Moderate
4.89,230.16,109.45,9,Steel,46,Soft Soil,0.678,Very Heavy
4.18,140.5,59.86,57,Brick,9,Rock,0.384,Moderate
8.48,225.16,113.04,19,Brick,34,Soft Soil,0.849,Severe
7.02,89.3,96.41,3,Steel,27,Hard Soil,0.569,Heavy
6.44,250.01,71.51,18,Brick,16,Soft Soil,0.641,Heavy
7.13,142.27,69.34,74,Concrete,17,Soft Soil,0.73,Very Heavy
4.25,107.33,5.83,70,Wood,6,Hard Soil,0.304,Light
6.27,107.2,52.63,87,Wood,42,Rock,0.572,Heavy
4.42,6.21,50.62,78,Concrete,22,Hard Soil,0.427,Moderate
7.06,54.85,45.51,33,Brick,4,Rock,0.47,Moderate to Heavy
5.57,227.06,118.49,47,Steel,35,Soft Soil,0.743,Very Heavy
4.4,112.75,105.49,76,Steel,42,Soft Soil,0.706,Very Heavy
4.49,14.12,106.04,84,Brick,5,Hard Soil,0.495,Moderate to Heavy
6.84,236.54,63.73,25,Steel,43,Soft Soil,0.709,Very Heavy
6.74,27.52,33.01,62,Concrete,44,Rock,0.542,Moderate to Heavy
7.95,255.99,94.45,8,Brick,8,Rock,0.579,Heavy
5.69,124.32,28.04,83,Wood,34,Hard Soil,0.482,Moderate to Heavy
7.43,6.73,8.01,96,Brick,16,Soft Soil,0.663,Heavy
4.94,48.85,15.43,96,Concrete,26,Hard Soil,0.421,Moderate
7.05,115.05,108.3,38,Brick,31,Hard Soil,0.633,Heavy
8.29,193.15,101.6,9,Brick,41,Soft Soil,0.825,Severe
4.61,134.4,90.28,72,Brick,26,Soft Soil,0.655,Heavy
8.17,91.66,48,22,Concrete,33,Rock,0.577,Heavy
5.81,48.98,44.52,4,Concrete,39,Rock,0.447,Moderate to Heavy
6.75,271.79,16.25,39,Wood,38,Hard Soil,0.48,Moderate to Heavy
6.27,55.33,109.97,86,Brick,48,Hard Soil,0.679,Very Heavy
6.32,289.02,60.01,91,Wood,2,Hard Soil,0.511,Moderate to Heavy
5.54,290.15,67.47,69,Concrete,18,Rock,0.494,Moderate to Heavy
6.25,107.45,5.62,37,Concrete,31,Hard Soil,0.421,Moderate
7.08,186.97,49.36,7,Concrete,11,Rock,0.465,Moderate to Heavy
8.19,162.03,109.65,93,Concrete,40,Hard Soil,0.765,Very Heavy
8.4,227.16,52.41,76,Concrete,8,Rock,0.599,Heavy
4.74,299.9,50.86,62,Steel,28,Soft Soil,0.59,Heavy
5.17,95.84,52.89,92,Steel,25,Rock,0.489,Moderate to Heavy
8.26,215.45,86.56,77,Steel,12,Rock,0.658,Heavy
6.84,244.5,64.64,58,Concrete,24,Rock,0.556,Heavy
5.02,181.83,70.69,4,Brick,33,Hard Soil,0.439,Moderate
7.58,111.12,99.15,68,Steel,27,Rock,0.666,Heavy
8.32,113.04,86.08,43,Concrete,46,Rock,0.694,Very Heavy
4.29,123.96,39.91,23,Wood,26,Hard Soil,0.356,Moderate
6.34,151.22,92.32,61,Concrete,23,Soft Soil,0.728,Very Heavy
4.87,276.81,8.75,48,Wood,5,Rock,0.316,Light
5.7,214.8,8.33,34,Concrete,3,Soft Soil,0.489,Moderate to Heavy
7.69,81.69,42.52,50,Brick,5,Hard Soil,0.515,Moderate to Heavy
4.46,134.99,118.46,73,Steel,16,Soft Soil,0.675,Very Heavy
5.21,201.85,37.18,33,Concrete,23,Soft Soil,0.551,Moderate to Heavy
6.47,65.25,10.64,30,Brick,43,Hard Soil,0.457,Moderate to Heavy
5.42,66.79,62.55,35,Brick,33,Rock,0.476,Moderate to Heavy
4.09,140.48,6.55,39,Concrete,32,Soft Soil,0.468,Moderate to Heavy
5.83,134.09,15.98,9,Brick,1,Soft Soil,0.479,Moderate to Heavy
5.69,52.93,65.06,10,Steel,35,Rock,0.473,Moderate to Heavy
6.22,169.13,12.17,20,Steel,38,Hard Soil,0.427,Moderate
4.16,127.18,34,35,Brick,41,Rock,0.382,Moderate
5.69,185,51.59,7,Steel,5,Hard Soil,0.387,Moderate
8.38,251.21,46.18,48,Concrete,42,Soft Soil,0.778,Severe
8.44,7,93.61,56,Concrete,16,Hard Soil,0.666,Heavy
6.67,287.99,88.24,33,Wood,38,Rock,0.59,Heavy
5.76,272.93,114.92,96,Brick,45,Hard Soil,0.666,Heavy
4.36,249.34,54.58,15,Concrete,44,Soft Soil,0.562,Heavy
5.15,161.75,42.25,33,Steel,5,Soft Soil,0.521,Moderate to Heavy
8.23,40.78,94.34,73,Concrete,21,Soft Soil,0.834,Severe
5.7,118.68,47.39,49,Concrete,22,Soft Soil,0.607,Heavy
6.32,78.08,30.18,78,Wood,33,Hard Soil,0.51,Moderate to Heavy
6.11,78.25,93.76,41,Concrete,31,Hard Soil,0.565,Heavy
6.63,87.79,10.15,36,Steel,44,Soft Soil,0.622,Heavy
4.45,87.64,74.63,60,Brick,26,Soft Soil,0.609,Heavy
7.43,52.04,48.85,70,Steel,21,Rock,0.565,Heavy
4.01,239.09,33.36,94,Concrete,14,Hard Soil,0.378,Moderate
6.65,177.11,20.05,14,Wood,39,Soft Soil,0.608,Heavy
6.04,155.76,88.81,34,Wood,16,Soft Soil,0.666,Heavy
6.4,174.04,71.81,65,Wood,36,Hard Soil,0.577,Heavy
6,183.87,110.87,61,Concrete,1,Soft Soil,0.698,Very Heavy
7.06,152.71,35.21,73,Wood,3,Rock,0.491,Moderate to Heavy
5.58,89.27,113.26,10,Steel,11,Soft Soil,0.65,Heavy
5.36,261.65,19.36,44,Concrete,24,Hard Soil,0.392,Moderate
6.31,214.31,10.57,45,Wood,28,Soft Soil,0.584,Heavy
8.12,181.1,68.02,64,Steel,9,Hard Soil,0.601,Heavy
4.62,192.39,30.07,99,Steel,16,Rock,0.412,Moderate
7.34,94.15,74.49,70,Steel,3,Rock,0.567,Heavy
7.63,207.16,82.95,21,Concrete,11,Hard Soil,0.563,Heavy
5.65,63.97,18.2,19,Brick,25,Soft Soil,0.532,Moderate to Heavy
5.74,126.37,7.68,42,Brick,16,Rock,0.374,Moderate
4.16,80.34,5.77,59,Steel,43,Hard Soil,0.363,Moderate
4.22,231.54,106.23,21,Concrete,30,Hard Soil,0.469,Moderate to Heavy
6.34,110.45,114.87,56,Brick,17,Hard Soil,0.598,Heavy
6.21,169.17,16.5,18,Brick,5,Hard Soil,0.366,Moderate
5.24,238.2,6.87,55,Wood,20,Hard Soil,0.368,Moderate
8.29,177.89,37.52,54,Wood,30,Soft Soil,0.741,Very Heavy
4.18,26.47,33.74,90,Brick,34,Rock,0.423,Moderate
4.68,193.01,37.91,80,Brick,20,Rock,0.417,Moderate
6.34,29.11,60.26,79,Wood,49,Rock,0.594,Heavy
5.95,120.1,48.26,60,Wood,22,Soft Soil,0.632,Heavy
6.34,158.47,74.11,22,Concrete,40,Soft Soil,0.693,Very Heavy
5.83,246.94,109.75,96,Wood,3,Hard Soil,0.576,Heavy
5.73,290.19,77.48,84,Wood,18,Rock,0.536,Moderate to Heavy
4.27,28.48,117.74,4,Wood,42,Hard Soil,0.498,Moderate to Heavy
5.16,268.08,9.13,41,Wood,12,Rock,0.338,Moderate
7.22,45.39,66.77,24,Brick,8,Hard Soil,0.512,Moderate to Heavy
5.77,139.46,52.6,40,Concrete,49,Hard Soil,0.514,Moderate to Heavy
6.32,183.27,59.11,85,Wood,39,Soft Soil,0.728,Very Heavy
6.73,290.62,29.79,76,Concrete,4,Hard Soil,0.47,Moderate to Heavy
5.75,69.05,63.8,28,Steel,7,Rock,0.436,Moderate
7.4,176.01,17.09,68,Steel,19,Rock,0.504,Moderate to Heavy
5.5,237.51,104.37,77,Brick,43,Soft Soil,0.762,Very Heavy
8.49,276.78,36.99,80,Concrete,27,Rock,0.62,Heavy
5.54,200.86,43.82,29,Brick,36,Rock,0.451,Moderate to Heavy
8.17,60.24,18.5,52,Wood,49,Hard Soil,0.589,Heavy
6.02,233.7,100.58,48,Brick,36,Rock,0.589,Heavy
5.85,265.49,70.1,13,Steel,17,Hard Soil,0.456,Moderate to Heavy
8,129.65,31.14,61,Wood,25,Hard Soil,0.563,Heavy
5.52,59.74,43.48,27,Wood,7,Soft Soil,0.539,Moderate to Heavy
7.57,39.03,73.94,59,Steel,48,Soft Soil,0.807,Severe
4.58,112.65,33.41,34,Steel,29,Soft Soil,0.527,Moderate to Heavy
5.43,67.57,54.95,24,Brick,1,Rock,0.389,Moderate
5.36,125.19,17.14,51,Brick,13,Soft Soil,0.524,Moderate to Heavy
7.25,63.96,119.39,92,Brick,36,Rock,0.725,Very Heavy
5.99,178.72,19.7,66,Concrete,46,Hard Soil,0.49,Moderate to Heavy
6.94,67.47,76.92,21,Steel,16,Rock,0.528,Moderate to Heavy
5.12,232.76,61.66,34,Steel,19,Rock,0.431,Moderate
6.48,153.15,49.96,60,Wood,3,Soft Soil,0.623,Heavy
5.89,125.76,80.68,15,Steel,12,Soft Soil,0.618,Heavy
7.09,191.35,86.23,98,Brick,6,Rock,0.608,Heavy
8.26,76.92,20.47,87,Brick,42,Rock,0.618,Heavy
5.95,235.5,64.01,62,Brick,46,Hard Soil,0.558,Heavy
6.22,184.43,103.51,16,Brick,4,Hard Soil,0.508,Moderate to Heavy
5,189.9,116.34,36,Concrete,18,Rock,0.516,Moderate to Heavy
7.56,59.24,119.66,6,Steel,42,Soft Soil,0.817,Severe
4.14,272.2,108.97,64,Steel,38,Hard Soil,0.529,Moderate to Heavy
4.02,24,6.7,43,Brick,14,Hard Soil,0.283,Light
6.65,137.12,53.2,75,Wood,45,Soft Soil,0.736,Very Heavy
6.83,234.01,62.86,80,Wood,43,Rock,0.612,Heavy
4.9,261.04,119.57,30,Brick,39,Soft Soil,0.702,Very Heavy
5.2,174.11,17.73,49,Concrete,39,Soft Soil,0.567,Heavy
5.16,278.9,99.74,71,Wood,4,Soft Soil,0.653,Heavy
7.55,143.17,15.82,41,Steel,29,Hard Soil,0.503,Moderate to Heavy
4.75,162.67,60.66,8,Wood,44,Soft Soil,0.585,Heavy
8.14,131.6,16,21,Wood,30,Rock,0.515,Moderate to Heavy
4.14,268.24,31.73,82,Wood,47,Soft Soil,0.586,Heavy
6.74,100.82,59.93,8,Wood,9,Hard Soil,0.463,Moderate to Heavy
6.35,249,76.28,84,Brick,21,Hard Soil,0.571,Heavy
7.39,217.8,89.95,66,Steel,3,Rock,0.591,Heavy
7.27,21.07,25.4,82,Steel,34,Rock,0.556,Heavy
6.91,218.37,56.83,98,Wood,10,Rock,0.558,Heavy
6.71,130.6,78.88,90,Steel,38,Hard Soil,0.633,Heavy
6.86,142.56,86.26,39,Concrete,4,Hard Soil,0.534,Moderate to Heavy
8.42,221.73,43.07,30,Steel,1,Soft Soil,0.675,Very Heavy
5.23,295.78,19.91,1,Brick,14,Soft Soil,0.474,Moderate to Heavy
6.49,287.45,105.26,21,Steel,15,Soft Soil,0.701,Very Heavy
5.77,16.54,60.5,33,Concrete,15,Soft Soil,0.602,Heavy
8.45,192.86,60.74,63,Brick,4,Soft Soil,0.745,Very Heavy
5.6,244.83,22.74,21,Concrete,22,Hard Soil,0.383,Moderate
6.72,181.81,51.56,88,Concrete,31,Rock,0.572,Heavy
7.94,193.85,112.39,10,Concrete,20,Hard Soil,0.634,Heavy
4.64,143.44,35.54,51,Concrete,18,Rock,0.378,Moderate
4.92,39.07,22.16,63,Concrete,6,Soft Soil,0.508,Moderate to Heavy
5.55,121.22,6.19,33,Steel,10,Soft Soil,0.491,Moderate to Heavy
4.07,287.04,9.84,22,Steel,19,Soft Soil,0.43,Moderate
7.88,98.28,26.32,60,Brick,9,Rock,0.516,Moderate to Heavy
6.59,283.38,97.44,55,Steel,20,Soft Soil,0.737,Very Heavy
7.17,232.13,89.83,34,Concrete,25,Hard Soil,0.592,Heavy
6.69,176.9,39.32,41,Concrete,34,Soft Soil,0.659,Heavy
4.39,284.89,59.23,47,Wood,44,Hard Soil,0.453,Moderate to Heavy
6.73,70.75,41.66,83,Steel,30,Soft Soil,0.699,Very Heavy
4.39,299.63,82.14,89,Brick,47,Hard Soil,0.539,Moderate to Heavy
4.89,67.38,34.85,10,Concrete,39,Rock,0.391,Moderate
7.98,258.93,14.58,78,Brick,3,Soft Soil,0.657,Heavy
5.72,281.32,12.85,88,Wood,49,Rock,0.493,Moderate to Heavy
7.55,104.48,20.58,75,Wood,10,Rock,0.507,Moderate to Heavy
4.96,91.61,113.6,43,Wood,32,Soft Soil,0.694,Very Heavy
6.74,42.01,98.22,16,Steel,28,Hard Soil,0.573,Heavy
5.01,290.71,30.64,73,Steel,18,Soft Soil,0.561,Heavy
4.81,215.73,26.14,13,Wood,4,Soft Soil,0.455,Moderate to Heavy
6.09,165.62,108.88,9,Brick,42,Rock,0.579,Heavy
7.99,85.65,62.97,54,Steel,29,Soft Soil,0.766,Very Heavy
5.35,275.74,37.35,74,Wood,34,Hard Soil,0.472,Moderate to Heavy
6.81,92.79,85.03,99,Brick,27,Soft Soil,0.785,Severe
4.37,100.47,67.72,14,Concrete,22,Hard Soil,0.389,Moderate
4.08,226.03,44.65,60,Brick,23,Rock,0.384,Moderate
8.43,89.74,63.55,60,Steel,16,Rock,0.619,Heavy
5.42,219.68,74.78,70,Brick,40,Rock,0.546,Moderate to Heavy
5.47,108,16.04,93,Brick,27,Rock,0.447,Moderate to Heavy
6.66,180.73,38.83,15,Concrete,33,Rock,0.479,Moderate to Heavy
6.55,55.71,54.17,12,Concrete,14,Hard Soil,0.458,Moderate to Heavy
5.05,255.03,63.02,69,Brick,2,Hard Soil,0.431,Moderate
7.26,216.81,87.09,66,Brick,41,Soft Soil,0.806,Severe
7.67,32.71,88.36,29,Concrete,9,Hard Soil,0.578,Heavy
4.85,123.94,95.12,11,Concrete,4,Soft Soil,0.57,Heavy
4.18,15.45,38.27,4,Steel,30,Hard Soil,0.337,Moderate
7.06,89.92,111.91,60,Concrete,7,Soft Soil,0.764,Very Heavy
5.54,179.61,82.57,1,Wood,35,Rock,0.486,Moderate to Heavy
4.14,245.84,59.78,69,Concrete,42,Rock,0.46,Moderate to Heavy
4.68,106.91,44.32,30,Wood,10,Soft Soil,0.508,Moderate to Heavy
7.11,239.17,16.02,41,Brick,43,Rock,0.509,Moderate to Heavy
7.44,156.62,9.67,33,Wood,31,Rock,0.483,Moderate to Heavy
7.69,71.74,97.95,40,Wood,47,Hard Soil,0.682,Very Heavy
4.71,270.85,104.44,13,Concrete,44,Rock,0.511,Moderate to Heavy
7.15,23.81,113.41,95,Wood,22,Soft Soil,0.836,Severe
4.24,57.55,116.76,20,Brick,31,Rock,0.489,Moderate to Heavy
5.61,121.2,50.42,53,Concrete,24,Soft Soil,0.616,Heavy
6.4,205.93,37.81,1,Steel,19,Rock,0.422,Moderate
4.89,203.49,99.74,76,Wood,9,Soft Soil,0.655,Heavy
5.05,235.73,85.83,87,Wood,1,Soft Soil,0.635,Heavy
7.85,102.45,30.31,23,Brick,14,Soft Soil,0.644,Heavy
6.12,85.05,31.69,15,Concrete,4,Soft Soil,0.532,Moderate to Heavy
4.9,55.36,112.1,19,Wood,17,Rock,0.485,Moderate to Heavy
7.72,253.39,22.22,80,Brick,35,Hard Soil,0.573,Heavy
4.08,114.72,62.01,47,Steel,30,Rock,0.414,Moderate
4.48,14.08,40.69,90,Steel,15,Hard Soil,0.412,Moderate
7.71,286.94,51.48,4,Concrete,17,Soft Soil,0.659,Heavy
6.41,109.18,30.22,42,Brick,11,Hard Soil,0.435,Moderate
5.3,222.69,64.86,22,Steel,31,Rock,0.457,Moderate to Heavy
5.39,81.24,60.81,30,Steel,13,Soft Soil,0.577,Heavy
7.49,229.45,36.42,27,Brick,41,Rock,0.544,Moderate to Heavy
4.57,89.74,54.88,24,Steel,31,Soft Soil,0.556,Heavy
4.06,170.84,80.41,3,Steel,32,Rock,0.404,Moderate
7.98,279.28,8.27,29,Concrete,1,Hard Soil,0.444,Moderate
5.84,18.6,6.56,24,Steel,30,Rock,0.387,Moderate
4.78,101.04,49.7,29,Steel,34,Soft Soil,0.569,Heavy
4.74,11.79,85.01,79,Wood,24,Soft Soil,0.656,Heavy
5.98,256.04,83.87,29,Brick,3,Hard Soil,0.474,Moderate to Heavy
4.97,141.03,62.84,61,Wood,22,Rock,0.458,Moderate to Heavy
4.72,74.14,58.04,35,Wood,42,Soft Soil,0.602,Heavy
4.13,164.37,74.93,79,Concrete,2,Soft Soil,0.564,Heavy
4.6,123.04,68.34,20,Concrete,17,Rock,0.398,Moderate
4.59,67.6,7.22,85,Brick,47,Soft Soil,0.571,Heavy
7.02,182.61,15.68,97,Steel,23,Soft Soil,0.67,Very Heavy
5.81,188.18,95.33,94,Concrete,4,Soft Soil,0.701,Very Heavy
4.33,114.43,71.39,7,Wood,24,Rock,0.39,Moderate
4.92,72.33,101.09,55,Concrete,41,Hard Soil,0.551,Moderate to Heavy
6.8,226.93,101.37,18,Concrete,16,Rock,0.559,Heavy
8.07,275.17,29.36,79,Wood,12,Soft Soil,0.705,Very Heavy
5.69,208.61,119.3,95,Concrete,12,Rock,0.602,Heavy
4.71,159.37,56.56,4,Brick,29,Soft Soil,0.542,Moderate to Heavy
7.64,23.27,96.45,71,Wood,13,Hard Soil,0.64,Heavy
7.32,82.09,119,20,Concrete,27,Soft Soil,0.788,Severe
4.25,276.73,42.12,58,Concrete,1,Hard Soil,0.343,Moderate
7.34,290.86,66.73,57,Steel,35,Soft Soil,0.755,Very Heavy
7.97,96.58,73.01,86,Wood,32,Hard Soil,0.67,Very Heavy
6.12,92.56,109.73,64,Concrete,40,Hard Soil,0.633,Heavy
5.25,45.62,9.07,52,Wood,41,Hard Soil,0.412,Moderate
4.25,15.03,46.07,14,Brick,7,Soft Soil,0.467,Moderate to Heavy
4.62,248.92,104.86,83,Steel,37,Soft Soil,0.713,Very Heavy
4.34,63.85,11.99,7,Wood,2,Rock,0.248,Light
8.09,147.99,76.62,1,Wood,49,Hard Soil,0.631,Heavy
8.09,199.88,104.23,4,Steel,20,Hard Soil,0.622,Heavy
7.67,70.49,114.52,41,Wood,8,Rock,0.631,Heavy
4.17,142.64,32.71,97,Steel,35,Rock,0.43,Moderate
5.38,110.57,76.41,31,Brick,35,Rock,0.497,Moderate to Heavy
7.21,27.33,57.03,11,Concrete,13,Rock,0.493,Moderate to Heavy
5.02,159.6,28.7,44,Concrete,13,Soft Soil,0.519,Moderate to Heavy
4.83,181.63,91,39,Steel,22,Hard Soil,0.476,Moderate to Heavy
6.83,270.6,72.61,55,Steel,46,Rock,0.61,Heavy
6.74,110.63,104.32,84,Concrete,22,Rock,0.639,Heavy
4.13,61.48,40.52,95,Steel,3,Rock,0.375,Moderate
6.83,65.64,49.53,92,Steel,15,Hard Soil,0.546,Moderate to Heavy
5.2,71.11,70.52,52,Steel,32,Rock,0.494,Moderate to Heavy
4.83,178.44,53.69,43,Steel,44,Hard Soil,0.462,Moderate to Heavy
6.48,50.31,116.75,95,Concrete,13,Soft Soil,0.79,Severe
7.61,247.12,9.43,41,Wood,40,Rock,0.517,Moderate to Heavy
5.26,105.68,53.59,42,Steel,5,Hard Soil,0.404,Moderate
6.14,136.76,95.65,87,Concrete,42,Rock,0.637,Heavy
6.36,173.1,12.26,79,Wood,25,Rock,0.467,Moderate to Heavy
4.17,23.44,13.61,62,Brick,41,Soft Soil,0.525,Moderate to Heavy
5.2,8.41,102.61,57,Wood,5,Rock,0.498,Moderate to Heavy
5.41,30.96,78.86,63,Concrete,44,Rock,0.553,Moderate to Heavy
6.3,139.99,38.81,75,Steel,8,Rock,0.471,Moderate to Heavy
5.95,57.16,84.14,21,Steel,24,Soft Soil,0.657,Heavy
6.34,50.54,18.34,63,Brick,8,Rock,0.427,Moderate
6.22,205.77,105.5,16,Wood,33,Rock,0.569,Heavy
7.64,240.91,57.75,76,Wood,28,Soft Soil,0.76,Very Heavy
6.32,105.47,102.83,65,Steel,48,Soft Soil,0.798,Severe
6.17,109.2,57.86,96,Concrete,31,Hard Soil,0.563,Heavy
7.44,142.57,30.6,68,Brick,18,Rock,0.527,Moderate to Heavy
7.61,118.16,12.85,1,Steel,16,Rock,0.435,Moderate
6.87,129.72,63.91,31,Concrete,41,Hard Soil,0.563,Heavy
4.47,169.35,10.8,94,Concrete,12,Soft Soil,0.51,Moderate to Heavy
5.95,273.3,119.11,50,Steel,20,Soft Soil,0.736,Very Heavy
5.6,66.39,66.02,34,Brick,48,Hard Soil,0.52,Moderate to Heavy
4.13,270.33,106.81,30,Concrete,18,Soft Soil,0.601,Heavy
8.04,90.42,77.59,52,Steel,9,Rock,0.601,Heavy
6.21,249.72,43.35,10,Steel,41,Rock,0.475,Moderate to Heavy
7.67,171.83,92.95,74,Steel,14,Soft Soil,0.79,Severe
4.22,100.65,44.69,81,Wood,23,Soft Soil,0.562,Heavy
7.85,251.13,33.41,24,Concrete,29,Soft Soil,0.68,Very Heavy
7.26,199.86,39.92,20,Brick,49,Soft Soil,0.698,Very Heavy
7.4,287.22,6.02,34,Steel,11,Rock,0.436,Moderate
8.31,89.62,9.87,26,Wood,42,Rock,0.542,Moderate to Heavy
4.79,296.03,53.97,97,Brick,9,Hard Soil,0.444,Moderate
8.48,127.4,42.9,86,Concrete,35,Soft Soil,0.801,Severe
5.86,241.01,107.97,24,Concrete,5,Hard Soil,0.507,Moderate to Heavy
4.71,15.92,39.8,38,Brick,34,Hard Soil,0.408,Moderate
7.02,152.24,7.02,50,Brick,18,Hard Soil,0.449,Moderate to Heavy
4.72,296.15,82.57,71,Wood,32,Hard Soil,0.509,Moderate to Heavy
4.13,55.45,94.32,19,Brick,25,Rock,0.433,Moderate
8.33,82.91,15.98,82,Steel,17,Soft Soil,0.709,Very Heavy
6.1,136.86,82.65,62,Wood,43,Rock,0.591,Heavy
6.91,9.53,22.01,52,Concrete,33,Soft Soil,0.65,Heavy
6.95,36.66,78.47,22,Steel,49,Soft Soil,0.748,Very Heavy
7.42,207.23,43.29,84,Wood,1,Hard Soil,0.529,Moderate to Heavy
7.66,198.59,72.05,1,Wood,34,Soft Soil,0.722,Very Heavy
4.14,43.1,116.73,16,Concrete,22,Hard Soil,0.462,Moderate to Heavy
8.38,242.17,52.12,32,Steel,42,Soft Soil,0.772,Very Heavy
7.8,269.46,55.8,36,Concrete,30,Rock,0.579,Heavy
4.65,141.58,36.85,16,Wood,4,Hard Soil,0.318,Light
8.31,271.32,112.02,3,Wood,49,Rock,0.703,Very Heavy
5.35,139.77,81.13,78,Steel,23,Rock,0.527,Moderate to Heavy
7.94,254.44,58.82,22,Steel,4,Soft Soil,0.675,Very Heavy
8.11,205.68,55.22,46,Steel,18,Rock,0.58,Heavy
4.45,258.33,52.44,28,Concrete,37,Soft Soil,0.562,Heavy
5.97,255.82,22.76,55,Concrete,42,Hard Soil,0.475,Moderate to Heavy
8.21,214.27,47.39,16,Wood,23,Soft Soil,0.701,Very Heavy
4.1,73.74,53.42,9,Concrete,37,Rock,0.377,Moderate
6.55,58.07,118.02,82,Brick,45,Soft Soil,0.846,Severe
7.07,279.25,111.97,63,Concrete,20,Soft Soil,0.793,Severe
6.63,132.78,39.96,6,Wood,45,Hard Soil,0.494,Moderate to Heavy
7.3,266.4,16.14,7,Brick,19,Rock,0.437,Moderate
6.93,113.81,31.13,50,Steel,7,Hard Soil,0.462,Moderate to Heavy
6.19,204.09,57.51,39,Wood,13,Soft Soil,0.62,Heavy
5.92,154.42,107.93,74,Steel,2,Hard Soil,0.554,Moderate to Heavy
7.61,48.98,6.64,60,Wood,38,Hard Soil,0.528,Moderate to Heavy
5.77,199.98,92.85,88,Brick,34,Hard Soil,0.599,Heavy
5.52,242.84,27.34,95,Concrete,46,Hard Soil,0.509,Moderate to Heavy
5.22,253.72,22.7,57,Brick,18,Hard Soil,0.392,Moderate
4.9,142.19,62.96,60,Wood,47,Soft Soil,0.654,Heavy
6.3,262.77,109.99,13,Wood,4,Rock,0.519,Moderate to Heavy
8.46,285.65,6.48,92,Concrete,5,Hard Soil,0.536,Moderate to Heavy
7.7,10.45,52.94,52,Concrete,21,Soft Soil,0.717,Very Heavy
5.42,126.36,13.33,56,Brick,47,Soft Soil,0.593,Heavy
6.06,231.83,111.19,66,Steel,27,Soft Soil,0.758,Very Heavy
4.45,107.34,54.63,60,Steel,19,Rock,0.412,Moderate
7.58,72.15,6.15,48,Concrete,24,Hard Soil,0.485,Moderate to Heavy
8.15,231.83,17.83,75,Brick,30,Soft Soil,0.722,Very Heavy
7.97,293.72,92.53,46,Wood,45,Hard Soil,0.689,Very Heavy
8.09,149.02,82.32,33,Wood,9,Soft Soil,0.743,Very Heavy
6.79,71.68,84.61,32,Concrete,40,Rock,0.593,Heavy
5.99,260.99,20.54,38,Steel,4,Soft Soil,0.53,Moderate to Heavy
4.4,28.36,10.42,51,Brick,3,Rock,0.294,Light
5.14,42.84,66.69,67,Steel,6,Hard Soil,0.447,Moderate to Heavy
4.75,10.48,87.85,7,Steel,2,Rock,0.395,Moderate
5.21,230.76,53.53,59,Brick,1,Soft Soil,0.561,Heavy
7.89,61.88,117.39,18,Steel,8,Rock,0.624,Heavy
6.19,291.47,119.9,31,Brick,44,Hard Soil,0.628,Heavy
4.5,299.08,71.23,22,Wood,22,Soft Soil,0.56,Heavy
8.37,215.11,14.01,87,Brick,47,Hard Soil,0.623,Heavy
4.62,37.24,108.48,37,Brick,48,Rock,0.545,Moderate to Heavy
6.99,210.5,39.23,4,Wood,23,Rock,0.465,Moderate to Heavy
7.54,144.87,45.42,48,Concrete,48,Hard Soil,0.597,Heavy
7.84,254.29,43.55,34,Concrete,39,Rock,0.577,Heavy
5.93,92.38,116,9,Concrete,47,Rock,0.593,Heavy
4.1,45.52,34.15,84,Steel,40,Hard Soil,0.426,Moderate
